denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
RB HYGIENE HOME FRANCE SAS,,,,,,,,,,200 à 249 salariés,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","Commerce de gros de vaisselle, verrerie et produits d'entretien","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","Commerce de gros de vaisselle, verrerie et produits d'entretien",Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,38,,RUE,VICTOR BASCH,91300,MASSY,,91377,0,,,0,,,,0,,,0,,
SONY EUROPE B.V.,,,,,SONY FRANCE,,,,,200 à 249 salariés,Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros d'appareils électroménagers,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Commerce de gros (commerce interentreprises) d'appareils électroménagers,Commerce de gros d'appareils électroménagers,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,49-51,49,,QUAI,DE DION BOUTON,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
INSTITUT D'AMENAGEMENT ET D'URBANISME DE LA REGION ILE-DE-FRANCE,,,,,,,,,,200 à 249 salariés,Activités d'architecture,Activités d'architecture,Activités d'architecture,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",True,Activités d'architecture,Activités d'architecture,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",,15,,RUE,FALGUIERE,75015,PARIS 15,,75115,0,,,0,,,,0,,,0,,
OPCO MOBILITES,,,,,,,,,,200 à 249 salariés,Autres organisations fonctionnant par adhésion volontaire,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des organisations associatives,Autres activités de services,True,Formation continue d'adultes,Enseignements divers,Autres activités d'enseignement,Enseignement,Enseignement,,204,,RPT,DU PONT DE SEVRES,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
AXIMA CONCEPT,,AXIMA CONTRACTING ACTIS SERVICES,,,AXIMA CONTRACTING  AXIMA ACTIS  AXIMA SERVICES-OMEGA CONCEPT- AXIMA SEITHA,,EQUANS,,,200 à 249 salariés,Travaux d'installation d'équipements thermiques et de climatisation,Travaux d'installation d'équipements thermiques et de climatisation,Travaux de plomberie et installation de chauffage et de conditionnement d'air,Travaux de construction spécialisés,Construction,False,Travaux d'installation d'équipements thermiques et de climatisation,Travaux de plomberie et installation de chauffage et de conditionnement d'air,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Travaux de construction spécialisés,Construction,BATIMENT 7 ENERGY PARK,186,,BD,DE VERDUN,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
PILEJE,,,,,,,,,,200 à 249 salariés,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,"Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,37,,QUAI,DE GRENELLE,75015,PARIS 15,,75115,0,,,0,,,,0,,,0,,
DISTRIBUTION ALIMENTAIRE PARISIENNE,DIAPAR,,,,,DIAPAR,,,,200 à 249 salariés,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,"Commerce de gros non spécialisé de denrées, boissons et tabac","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,"Commerce de gros non spécialisé de denrées, boissons et tabac","Commerce de gros de produits alimentaires, de boissons et de tabac","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,ZI DU MOULIN A VENT,0,,RUE,DES MARES JULIENNES,91380,CHILLY-MAZARIN,,91161,0,,,0,,,,0,,,0,,
SOC DE TRANSPORT AUTOMOBILE ET DE VOYAGE,STRAV,,,,,STRAV,,,,200 à 249 salariés,Transports routiers réguliers de voyageurs,Transports routiers réguliers de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports routiers réguliers de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,19,,RTE,NATIONALE 6,91800,BRUNOY,,91114,91801,BRUNOY CEDEX,,0,,,,0,,,0,,
AUTODISTRIBUTION,,AD,,,,,,,,200 à 249 salariés,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Centrales d'achat non alimentaires,Intermédiaires du commerce en produits divers,Intermédiaires du commerce de gros,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,22,,AV,ARISTIDE BRIAND,94110,ARCUEIL,,94003,0,,,0,,,,0,,,0,,
EGIS RAIL,,,,,,,,,,200 à 249 salariés,"Ingénierie, études techniques","Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",False,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",,15,,AV,DU CENTRE,78280,GUYANCOURT,,78297,0,,,0,,,,0,,,0,,
SOC VELUX FRANCE,,,,,,,,,,200 à 249 salariés,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires",Autres commerces de gros spécialisés,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,1,,RUE,PAUL CEZANNE,91420,MORANGIS,,91432,0,,,0,,,,0,,,0,,
SEMAER,SAER,,,,,SAER,,,,200 à 249 salariés,Collecte des déchets non dangereux,Collecte des déchets non dangereux,Collecte des déchets non dangereux,"Collecte, traitement et élimination des déchets ; récupération","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",True,Collecte des déchets non dangereux,Collecte des déchets non dangereux,Collecte des déchets,"Collecte, traitement et élimination des déchets ; récupération","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",ECOSITE DE VERT LE GRAND,0,,,ECOSITE DE VERT LE GRAND,91810,VERT-LE-GRAND,BP 2,91648,0,,,0,,,,0,,,0,,
FEDEX EXPRESS FR,,TNT,,,,,TNT,,,200 à 249 salariés,"Messagerie, fret express","Messagerie, fret express",Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,False,"Messagerie, fret express",Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,ZI PARIS NORD II IMMEUBLE RENOIR,22,,AV,DES NATIONS,93420,VILLEPINTE,,93078,0,,,0,,,,0,,,0,,
FEDEX EXPRESS FR,,TNT,,,,,,,,200 à 249 salariés,"Messagerie, fret express","Messagerie, fret express",Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,False,"Messagerie, fret express",Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,,1,,AV,DE VALQUIOU,93290,TREMBLAY-EN-FRANCE,,93073,0,,,0,,,,0,,,0,,
FEDEX EXPRESS FR,,TNT,,,,,,,,200 à 249 salariés,"Messagerie, fret express","Messagerie, fret express",Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,False,"Messagerie, fret express",Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,ZI LES AUREATS,11,,RUE,JEAN JAURES,95670,MARLY-LA-VILLE,,95371,0,,,0,,,,0,,,0,,
FACTOFRANCE,,,,,,,,,,250 à 499 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,TOUR D2,17,B,PL,DES REFLETS,92400,COURBEVOIE,,92026,92988,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
SOCOTEC POWER SERVICES,,,,,,,,,,250 à 499 salariés,"Analyses, essais et inspections techniques","Analyses, essais et inspections techniques",Activités de contrôle et analyses techniques,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",True,"Analyses, essais et inspections techniques",Activités de contrôle et analyses techniques,Activités de contrôle et analyses techniques,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",,5,,PL,DES FRERES MONTGOLFIER,78280,GUYANCOURT,,78297,0,,,0,,,,0,,,0,,
SOGECAP,,,,,,,,,,250 à 499 salariés,Assurance vie,Assurance vie,Assurance vie,Assurance,Activités financières et d'assurance,False,Assurance vie,Assurance vie,Assurance,Assurance,Activités financières et d'assurance,IMMEUBLE LE FLORESTAN,2,,BD,VAUBAN,78180,MONTIGNY-LE-BRETONNEUX,,78423,0,,,0,,,,0,,,0,,
LA MONNAIE DE PARIS,,,,,,,MONNAIE DE PARIS,,,250 à 499 salariés,Frappe de monnaie,Frappe de monnaie,Frappe de monnaie,Autres industries manufacturières,Industrie manufacturière,True,Frappe de monnaie,Frappe de monnaie,"Fabrication d'articles de joaillerie, bijouterie et articles similaires",Autres industries manufacturières,Industrie manufacturière,,11,,QUAI,DE CONTI,75006,PARIS 6,,75106,75270,PARIS CEDEX 06,,0,,,,0,,,0,,
CAISSE DES DEPOTS ET CONSIGNATIONS,CDC,,,,,CDC,CAISSE DES DEPOTS,,,250 à 499 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,False,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,IMMEUBLE AUSTERLITZ 3 - BE OPEN,17,,AV,PIERRE MENDES FRANCE,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
CENTRE DES MONUMENTS NATIONAUX,CMN,,,,,CMN,HOTEL BETHUNE-SULLY,,,250 à 499 salariés,Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires,"Bibliothèques, archives, musées et autres activités culturelles","Arts, spectacles et activités récréatives",True,Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires,"Bibliothèques, archives, musées et autres activités culturelles","Bibliothèques, archives, musées et autres activités culturelles","Arts, spectacles et activités récréatives",,62,,RUE,SAINT ANTOINE,75004,PARIS 4,,75104,75186,PARIS CEDEX 04,,0,,,,0,,,0,,
MUSEE DU QUAI BRANLY  JACQUES CHIRAC,,,,,,,,,,250 à 499 salariés,Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires,"Bibliothèques, archives, musées et autres activités culturelles","Arts, spectacles et activités récréatives",True,Gestion des sites et monuments historiques et des attractions touristiques similaires,Gestion des sites et monuments historiques et des attractions touristiques similaires,"Bibliothèques, archives, musées et autres activités culturelles","Bibliothèques, archives, musées et autres activités culturelles","Arts, spectacles et activités récréatives",,222,,RUE,DE L'UNIVERSITE,75007,PARIS 7,,75107,75343,PARIS CEDEX 07,,0,,,,0,,,0,,
SAMU-SOCIAL DE PARIS,,,,,,,,,,250 à 499 salariés,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,Autres activités d'hébergement social,Hébergement médico-social et social,Santé humaine et action sociale,,35,,AV,COURTELINE,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
CENTRE HOSPITALIER SUD ESSONNE-DOURDAN-ETAMPES,,,,,,,CENTRE HOSPITALIER,,,250 à 499 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,2,,RUE,DU POTELET,91410,DOURDAN,,91200,91415,DOURDAN CEDEX,,0,,,,0,,,0,,
GROUPE HOSPITALIER UNIVERSITAIRE PARIS  PSYCHIATRIE ET NEUROSCIENCES,,,,,,,GROUPE PUBLIC DE SANTE PERRAY VAUCLUSE,,,250 à 499 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,15,,AV,DE LA PORTE DE CHOISY,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
