denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
NON STOP EDITION,,,,,,,,,,50 à 99 salariés,Édition de chaînes thématiques,Édition de chaînes thématiques,Programmation de télévision et télédiffusion,Programmation et diffusion,Information et communication,True,Édition de chaînes thématiques,Programmation de télévision et télédiffusion,Programmation de télévision et télédiffusion,Programmation et diffusion,Information et communication,,25,,RUE,CHATEAUBRIAND,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
GROUPE MLB CONCEPT,,,,,MLB CONCEPT,,MLB CONCEPT,,,50 à 99 salariés,Construction d'autres bâtiments,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction,True,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments résidentiels et non résidentiels,Construction de bâtiments,Construction,,10,,RUE,DE SANCE,78490,MONTFORT L'AMAURY,,78420,0,,,0,,,,0,,,0,,
SARL BT TRANSPORT,BTT,,,,B.T.T,BTT,,,,50 à 99 salariés,Affrètement et organisation des transports,Affrètement et organisation des transports,Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,True,Affrètement et organisation des transports,Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,52-54,52,,AV,DU HUIT MAI 1945,95200,SARCELLES,,95585,0,,,0,,,,0,,,0,,
WANDERCRAFT,,,,,WANDERCRAFT,,WANDERCRAFT,,,50 à 99 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",True,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",,88,,RUE,DE RIVOLI,75004,PARIS 4,,75104,0,,,0,,,,0,,,0,,
PARIT 1,,,,,,,,,,50 à 99 salariés,Restauration de type rapide,Restauration de type rapide,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,True,Restauration de type rapide,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,211 AU 213,211,,BD,VINCENT AURIOL,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
ARCVACH,,,,,,,,,,50 à 99 salariés,Restauration de type rapide,Restauration de type rapide,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,True,Restauration de type rapide,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,CCIAL DE LA VACHE NOIRE,0,,,ZAC DES PORTES D'ARCUEIL,94110,ARCUEIL,,94003,0,,,0,,,,0,,,0,,
ALLIANCE VIE BOIS-COLOMBES,,,,,,,,,,50 à 99 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,True,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,16,,RUE,RASPAIL,92270,BOIS-COLOMBES,,92009,0,,,0,,,,0,,,0,,
FAIN ASCENSEURS FRANCE,,,,,,,,,,50 à 99 salariés,Autres travaux d'installation n.c.a.,Autres travaux d'installation n.c.a.,Autres travaux d'installation,Travaux de construction spécialisés,Construction,True,Autres travaux d'installation n.c.a.,Autres travaux d'installation,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Travaux de construction spécialisés,Construction,PARC DU CANAL DE L OURCQ   BATIMENT C,74,,RUE,DE PARIS,93130,NOISY-LE-SEC,,93053,0,,,0,,,,0,,,0,,
RIO MANAGED SERVICES,,,,,,,,,,50 à 99 salariés,Programmation informatique,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,2,,RUE,DE PONTOISE,95650,PUISEUX-PONTOISE,,95510,0,,,0,,,,0,,,0,,
K-EXPRESS,,,,,,,,,,50 à 99 salariés,Transports routiers de fret de proximité,Transports routiers de fret de proximité,Transports routiers de fret,Transports terrestres et transport par conduites,Transports et entreposage,True,Transports routiers de fret de proximité,Transports routiers de fret,Transports routiers de fret et services de déménagement,Transports terrestres et transport par conduites,Transports et entreposage,,121,,RUE,MANIN,75019,PARIS 19,,75119,0,,,0,,,,0,,,0,,
THE KASE,,,,,,,,,,50 à 99 salariés,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,3,,RUE,JULES GUESDE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
GROUPEMENT DES PROFESSIONNELS AUTONOMES,GDPA,,,,GROUPEMENT DES PROFESSIONNELS AUTONOMES,GDPA,GDPA,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,10,,AV,AUGUSTE MARIN,94100,SAINT-MAUR-DES-FOSSES,,94068,0,,,0,,,,0,,,0,,
LA MAISON BLEUE  SERVICES,,,,,,,,,,50 à 99 salariés,Services administratifs combinés de bureau,Services administratifs combinés de bureau,Services administratifs combinés de bureau,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,Services administratifs combinés de bureau,Services administratifs combinés de bureau,Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,148-152,148,,RTE,DE LA REINE,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
SER-GENS,,,,,,,,,,50 à 99 salariés,Autres transports routiers de voyageurs,Autres transports routiers de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Transports terrestres et transport par conduites,Transports et entreposage,True,Autres transports routiers de voyageurs,Autres transports terrestres de voyageurs n.c.a.,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,BP 10058,22,,RUE,GUSTAVE EIFFEL,78300,POISSY,,78498,0,,,0,,,,0,,,0,,
NGE CONTRACTING,,,,,,,,,,50 à 99 salariés,"Ingénierie, études techniques","Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",True,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",CENTRE D'AFFAIRES EDOUARD VII,20,,RUE,DE CAUMARTIN,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
TECKHAL CONSEILS SECURITE,,,,,,,,,,50 à 99 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,115,,RUE,ST DOMINIQUE,75007,PARIS 7,,75107,0,,,0,,,,0,,,0,,
BFORBIZ,,,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Activités des agences de publicité,Activités des agences de publicité,Publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",,4,,RUE,EMILE BAUDOT,91120,PALAISEAU,,91477,0,,,0,,,,0,,,0,,
ATIXIS,,,,,,,,,,50 à 99 salariés,"Ingénierie, études techniques","Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",True,"Ingénierie, études techniques",Activités d'ingénierie,Activités d'architecture et d'ingénierie,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",TOUR EUROPLAZA,20,,AV,ANDRE PROTHIN,92400,COURBEVOIE,,92026,92927,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
GEFCO FRANCE,,,,,,,,,,50 à 99 salariés,Affrètement et organisation des transports,Affrètement et organisation des transports,Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Affrètement et organisation des transports,Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,ZI D'ARVIGNY CENTRE CITROEN,0,,,ARVIGNY,77550,MOISSY-CRAMAYEL,,77296,0,,,0,,,,0,,,0,,
TRIBAL,,,,,DIGITAL UNIVERSITY,,,,,50 à 99 salariés,Activités des agences de publicité,Activités des agences de publicité,Activités des agences de publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",True,Activités des agences de publicité,Activités des agences de publicité,Publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",73-75,73,,RUE,LA CONDAMINE,75017,PARIS 17,,75117,0,,,0,,,,0,,,0,,
GROUPE UNIPROTECT TERTIAIRE,,,,,,,,,,50 à 99 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,143,B,RUE,YVES LE COZ,78000,VERSAILLES,,78646,0,,,0,,,,0,,,0,,
BIO-RAD SERVICES FRANCE,,,,,,,,,,50 à 99 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,3,,BD,RAYMOND POINCARE,92430,MARNES-LA-COQUETTE,,92047,0,,,0,,,,0,,,0,,
BIO-RAD SERVICES FRANCE,,,,,,,,,,50 à 99 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",False,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",,0,,RUE,GUSTAVE EIFFEL,77290,MITRY-MORY,,77294,0,,,0,,,,0,,,0,,
SEC GOUSSAINVILLE,,,,,,,MARCHE FRAIS LEADER PRICE,,,50 à 99 salariés,Autres commerces de détail en magasin non spécialisé,Autres commerces de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Autres commerces de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,Commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,05-Jul,5,,AV,JACQUES ANQUETIL,95190,GOUSSAINVILLE,,95280,0,,,0,,,,0,,,0,,
FREE2MOVE SAS,,,,,,,,,,50 à 99 salariés,Location de longue durée de voitures et de véhicules automobiles légers,Location de longue durée de voitures et de véhicules automobiles légers,Location et location-bail de voitures et de véhicules automobiles légers,Activités de location et location-bail,Activités de services administratifs et de soutien,True,Location de longue durée de voitures et de véhicules automobiles légers,Location et location-bail de voitures et de véhicules automobiles légers,Location et location-bail de véhicules automobiles,Activités de location et location-bail,Activités de services administratifs et de soutien,,45,,RUE,DE LA CHAUSSEE D ANTIN,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
MLP,,,,,,,,,,50 à 99 salariés,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,False,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,BAT E ZAC DES BRATEAUX,0,,RUE,DES 44 ARPENTS,91100,VILLABE,,91659,0,,,0,,,,0,,,0,,
VIGILANTE SECURITE PRIVEE,,,,,,,,,,50 à 99 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,62-66 - ZI DES CHANOUX,62,,RUE,LOUIS AMPERE,93330,NEUILLY-SUR-MARNE,,93050,0,,,0,,,,0,,,0,,
CB'A PARIS,,,,,,,,,,50 à 99 salariés,Activités des agences de publicité,Activités des agences de publicité,Activités des agences de publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",True,Activités des agences de publicité,Activités des agences de publicité,Publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",,96,,RUE,EDOUARD VAILLANT,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
I-ASSURANCES,,,,,,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,137,,RUE,D AGUESSEAU,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
CSE,,,,,,,,,,50 à 99 salariés,Autres hébergements,Autres hébergements,Autres hébergements,Hébergement,Hébergement et restauration,True,Autres hébergements,Autres hébergements,Autres hébergements,Hébergement,Hébergement et restauration,,87,,RUE,DE RICHELIEU,75002,PARIS 2,,75102,0,,,0,,,,0,,,0,,
ABBEAL,,,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,2,,RUE,DE VALOIS,75001,PARIS 1,,75101,0,,,0,,,,0,,,0,,
BUREAU VERITAS CONSTRUCTION,,,,,,,,,,50 à 99 salariés,"Analyses, essais et inspections techniques","Analyses, essais et inspections techniques",Activités de contrôle et analyses techniques,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",False,"Analyses, essais et inspections techniques",Activités de contrôle et analyses techniques,Activités de contrôle et analyses techniques,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",IMMEUBLE LE GAIA,333,,AV,GEORGES CLEMENCEAU,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
